anchor_id,positive_id,negative_id
SONREHK12AB01819EE,SODCMIA12AB018398D,SOBHHZU12AB0184DF9
SOGFKAT12AB0187AB5,SOQATZO12AB0187A96,SOUBYCL12A81C22869
SOZIIMQ12A8C13700E,SOWTXWG12A8C13C228,SOYPKSN12AB01807F6
SOREFGW12AB018736C,SOCXMOB12A58291E12,SOLXXOH12A6D4F789E
SOSCHDW12A8C130FD7,SOBYSKG12D02190396,SOGPAIN12A8C13C439
SOQIMHU12AB018A76B,SOAMTYS12AB018A44E,SOIGQFA12AB018ED2C
SOGWBQJ12A8C13AEC2,SODDVMC12A6D4F9777,SOQGGUN12AC4689CF7
SOTLMJR12A6D4FB137,SOGALHA12A6D4FD8C3,SOQMDEB12A6D4F7C39
SOBFWMT12AAA8C5AC5,SOHDXPG12AAA8C5AE7,SOSGQNI12AB018702A
SOODTYG12A6D4FD341,SOLJVDF12A81C1F8A4,SOOODYW12AB018398A
SOHXGYL12AC46862B4,SOZCBIS12AB0188B17,SOJZXAM12AB0180ED6
SORQGPC12AB01859EA,SOYUGSB12AB01865FA,SONZYSQ12A8C135421
SOBVPZG12AC46862C6,SOORZRU12AC468A12D,SOAIGJY12A6D4F76B2
SOHVTOC12AB0184E52,SOSUDVQ12AB01870AE,SOWVROE12A6D4FBB23
SOBFWIT12A8AE4795E,SOFJPIM12A8C13B6E7,SOXOKXS12A6D4F8154
SOMPCMR12AC3DF610C,SOGZPDR12AC9618462,SOXNUGJ12A6D4FAAC7
SOBVSWU12A6D4FBFA8,SOGCGDE12A8C140B00,SOKMDIG12A8C135B7E
SORHEHW12AB0185F71,SORTNHY12A6D4FAB23,SOEVAHR12AB0182515
SOUCEDZ12A8C14236D,SOECTYF12A8C1431FC,SOGHCON12A6BD55C37
SOIYVAE12AB01827B2,SOKOHIA12AB01866E1,SOVCUSA12A8C13FB1F
SOGOBIV12AB0185C58,SOROFQI12AB018A23D,SOLCUEX12A8AE44AA5
SOKFQVN12A6D4F80AC,SOVGJSO12A6D4F80AA,SOGPLCJ12A8C13EA18
SOFGOUH12A8C13A250,SOLKIUR12A8C1393C5,SOZUUEA12A6701D4D2
SODGUVC12A8C142EBA,SOROWVN12A8C142E90,SOJUYUH12A8C1422D3
SOHBPQS12A58A7A631,SODPNJR12A6D4FA52D,SOBYHCC12A6D4F90A5
SOSVBAI12AB01838A9,SOQUFVS12A8C14245D,SOHEZBH12A6D4F51E7
SOPWUQH12A58A7E5E3,SORVEEG12A670200D2,SOBSRXY12AB0188492
SOPCMBU12A6D4FADB1,SOXVPBU12A6D4FAD80,SOJPPYO12AB018A3D6
SOSFMTP12A58A7D4E8,SOQPXFK12A58A7C639,SOOCRIF12AB0181137
SOCMVDM12A81C21D88,SOOBUPQ12A8AE45A44,SOKLJCX12A8AE482F5
SOPDLQE12AB0186A6B,SORGLOU12AB0184E4F,SOFRKFN12A6D4F796A
SONWASF12A8C13C8F3,SORKIPY12A8C1333AD,SOYQEXW12AC3DF7272
SODANYE12AB0182941,SOEYVKP12AB017B847,SOJBWGF12A8159E883
SOENDEG12AB01887F5,SOGVLDM12AB017F0A2,SOVAKQR12A6701FABB
SOBJISI12AAA8C4AAE,SODOODB12A8C136CC1,SOMBYGQ12AC3DF5CA0
SOXFKVV12A81C20F99,SOEKDVV12A81C222D6,SOJAXBV12AB018263D
SOGIJBN12A6D223B51,SOFVCWC12AB0183D8D,SOIWLVD12AB018542D
SONNOUH12A8AE47C47,SOBSRDV12AB0182614,SOBPPVZ12AB017D10F
SOQKPCX12A67ADC77D,SOKXEHE12A67ADC77F,SOVZVPT12AB018A59E
SOSKCJC12A81C204F1,SOPVXYN12A81C20517,SOPATHD12A8AE48156
SOGTZEG12A6D4FAA8A,SOJUDLR12A8C137DDC,SOQWZLU12AB0184CAA
SOZXMHC12CF5F887EC,SOLGPPJ12CF56650B4,SOFHNYR12AB0188347
SOYXPMR12A8151B9FE,SOVIWOJ12AB017BE9C,SOBRWJL12AB017E67C
SOIDQZR12AB01849A3,SOAZENE12A8C135CBE,SOXFJDA12AB018A684
SODJIVU12AB018B699,SOJROJY12AAA8C4F65,SOAMSNB12AB018073A
SOKYXUQ12AB0186407,SOJVYNP12A3F1E9D48,SOJUYBU12A8C144365
SOPNDFM12AC9E16EDA,SOWPTYE12AB0184224,SOJYOMF12AB0183110
SOURYWW12AB017BBDD,SOMZQZA12AAFF43951,SOZEERG12AB017B03D
SOLGRUN12A8C140543,SOPNRDT12AB018A2D8,SOPPEXO12AC3DF9E7A
SOMHOLR12A6D4FBE6A,SOKXOSS12AB0183A6D,SOHCCIA12AC907577F
SOZCIFV12A58A7A7C6,SOSBOAR12A6D4F7C84,SOWAYMQ12A6D4F4979
SOJUDPU12AAFF44465,SOPXYQQ12AB018736C,SOLHCOQ12A6D4F4F97
SOARLQW12A6D4FAC77,SONJBUC12A6D4F92A2,SOIXJAM12AB018950A
SONZUQZ12A67AE0BC0,SOCSSSM12A67AE0BC4,SOWDEOR12AB017CF5A
SOUHNLU12AC3DF95F3,SOWMISZ12AB018E8FA,SOOXJRG12A8C13DAA2
SOVKTSV12AC4688797,SONPGSU12A8C13B394,SOOBTKZ12A58A7B0B0
SOOAMQE12A81C209E4,SOXJENB12AC468EB69,SORJFZS12AAF3B1F05
SOYFYBU12A8C13D8B3,SOFGIXZ12A81C20786,SOJIHIQ12A6D4F96A7
SOFJFPA12AF72A62D2,SOXHQWH12AF72A4EAE,SOUQOLE12A8C142A89
SOGATWY12AB017A9A8,SOFYCXZ12AB017B70A,SOZRKFP12AB0187B0D
SOFVLBD12AB0185BE9,SOATLDC12AB018706F,SOKPXQU12AB0187ED6
SOSYUIY12AB0189FC2,SOPBJAX12A6310E86F,SOUETFN12A8C137C06
SOAUIAZ12A6D4F6E05,SOQSSXJ12A58A7B27F,SOXOPYO12A6D4F7B27
SOHOGUR12A6D4F58E0,SOJKLHZ12A6D4F90FC,SOXQURK12AB01870C1
SOGOEXF12AB018A4A5,SORZMPO12A6D4FB01E,SOJLROG12A6D4F6525
SOYXFNV12AB0182DEA,SOSCCOO12A8C13F0AF,SOALLVR12A8C138417
SOBGCPC12A8C1354BF,SOFNCMV12A8C13C5FA,SOXYWBP12A6701D906
SOLYLRH12AC468B92E,SOMUHMR12A8AE49359,SOEOMZJ12A8C139998
SOGIHZK12AB01822A5,SOEQQKK12AB0183E0E,SODGALY12A8C13D0E4
SOKKVWG12A6D4F898D,SOWHDPO12A6D4F899B,SONJBPU12AB0180558
SOLDPNN12A6D4F7B46,SOMUMJA12A6701CE69,SOFNNTK12AB01858CD
SOVDJYN12A8C13C7CB,SOECKHX12A6701D9C6,SOYKRYP12A8C13BE7D
SOJLBBP12AB01823D6,SOHBPLN12A6D4F2845,SOBIEXW12AB017B909
SOWVAZA12AB0184150,SOGUGUP12AB018588F,SONJPTF12A8C14535F
SOMZXOR12A8AE47231,SONPQXH12AAF3B487B,SOZEUQV12A6D4F6C89
SOKPDWR12A67ADE6DA,SOKDGPP12A67ADE61B,SOOFIYW12A8C138CED
SOQSIIB12A6D4FBEFA,SOKJZRV12A6D4FBEF7,SOWWHEW12A81C21D9D
SOMXIWO12A8C132CB1,SOYMRBS12A8C1316FC,SONTPSQ12A8C139D0C
SODMPON12AB0182E1E,SODAVPB12AB0182E1C,SOORGAU12AB018D697
SOUGZUC12A8C1397F0,SONNNMK12AF729F082,SOPKQLZ12AB018DA36
SOCNJPI12A8AE45FD0,SOMEDLV12A8AE474EB,SOGAYWK12AB018419B
SOYVAAQ12A6D4F8026,SOAXRPH12A6D4F802D,SOUBCXT12A8C133B4F
SOBOYEV12AB017DD60,SOSWJXI12AB01854F5,SOFDMUU12A6D4F609C
SOGIYEV12AB0185F69,SOBYPFC12AB018252D,SOLWGQY12AB0182674
SOFWHXA12AB0188D23,SODQMKI12A6D4F9E85,SOIFHMG12A8C136351
SOIAEAQ12AC3DF92C2,SORAQWK12AB018906A,SOQFQJI12A8C13471E
SOWCCIF12AB0182CF8,SOBJTPN12AB017EF12,SOIWRGF12A8C1384C5
SOCOHKB12A6D4FD6A1,SOINAPO12A8151B97F,SOKAQRE12A6D4F875D
SOGGRXI12AC907140D,SOZEGUZ12AC90713F4,SOYCQLV12AB018BC35
SOGXWMR12A8C137E4F,SOEIWEJ12A8C13B43C,SOMKLAI12AB018423A
SOQSSXJ12A58A7B27F,SOAUIAZ12A6D4F6E05,SOTSJDC12A8C143529
SOORZRU12AC468A12D,SOARJWK12AC46862BB,SONCOVN12AB017B6A7
SORXEPC12AB017E98A,SOLMKFY12AB018758D,SOQFNMH12AB0181061
SOEZPZF12AC468E07F,SOYMYOU12AB01883E3,SOJHYOF12A8C131DDE
SOGARXB12A8C143D8D,SOOPUBF12A8C1417BC,SOWZPSA12AB0187979
SOYXLST12A8C143BD6,SOBIRRX12AAF3B5605,SOYRVHS12AB0188149
SOYQDSF12A8C1342DE,SOBILYQ12A8C142C32,SOFNZYF12AB018B971
SOOZAVB12AB01829AA,SODACJN12AB018A5BC,SOILWKA12AB0180DB6
SOWTIGA12AB0188F63,SOTHAVH12AB0188F6C,SOKFHLV12AB0187A2F
SOHYSVP12AB0184900,SOWKXQT12AB017DB38,SOYEWDH12AAF3B45CE
SOFZIZU12AB0180C88,SOGZACL12AB017EB4A,SOUEBEX12A8AE47BBC
SOTUPIO12A67021463,SOIYSPN12A67021466,SOHBQFZ12A6D4F66D5
SONOVXJ12A670208D8,SOLYRRS12A58A7BF91,SOISVCE12A8C14367F
SOADCCE12A6D4FA324,SOOWPWH12A8C13649B,SOJYCLG12A6D4F76AC
SONJFNL12A8C13A066,SOLJLRX12A8C13C496,SOCQZFP12AB018655F
SOWQMUI12A8C13A511,SOVTZVQ12A8C138429,SOZUVKP12AB017DACD
SOPSIND12AB017E4DC,SORXPNQ12A6D4F9317,SOCKBAF12A58A7A429
SONXDON12AB0187EFD,SONQIGD12AB0186EB5,SOBUVNE12A8C142C80
SOODAKN12A8C141FDA,SOZNGIX12A8C141F48,SOGYBWG12AB0182B21
SOONPLI12A58A7BE3F,SOYOZLP12A8C1396C7,SOJYIEV12A8C130AAB
SOWXCTI12AAA15D209,SOONVYU12AB0187F8E,SOEHEEQ12AB018DA89
SOABXON12AB0187956,SODXKMC12AB0187961,SOGSQSF12AC3DF9A34
SOLUCOZ12A8C144424,SOTLCCR12A8C132B34,SOPIHNL12A8C13B28D
SONIEIV12A8C13F532,SOJEFSH12A8C13F50A,SOQZEEH12AB0185E77
SOIOBNP12A58A7B61B,SOQZQVN12A58A7B99D,SOHWDPS12A8C1418BC
SOHYOBE12A8C1378B6,SOMJJKK12A8C136797,SOPHGQQ12AB01800CD
SOWYXCP12AB017CA11,SOPRQKC12AB017CA20,SOLNDKU12A6D4FA44D
SOCGURO12AB01895EB,SOMRTUL12AB01895CE,SOJREMG12A6D4F46CD
SOYMBDA12AB017E7B1,SOSZTMT12A8C13D69C,SOLWDFZ12AB0182529
SOVOOQF12A8C1374D2,SOILQET12A8C136870,SOVBBAY12AB018A33C
SOGDCJK12AB0187136,SOHTRAS12AB0181872,SOGZZXA12A8C1328EA
SOZJJOO12AB0184C4F,SOOSOTU12AC468A574,SOVNEJL12A58A78E2A
SOTXODF12AC46895DE,SOCYRPH12A8C13DB54,SONXUFA12AC468C668
SOYFSUS12A67ADCEAE,SODPPWE12A67ADCEB0,SOIIGNZ12AB0189E69
SOKROPT12A8C141885,SOJKKDN12A8AE47D54,SONCPNL12A67020FB0
SOTLAOJ12A6D4FB4B2,SOWWDHU12A81C22434,SOPQSXD12A6D4FD300
SOBNILM12A8C13A1EB,SOUBVIH12A8C137C89,SOSSHHE12A58A79D0B
SOCJQBJ12A8C13B94B,SOHTRVJ12A8C132667,SOHGMIK12AB0182A33
SOUEUCC12AB018C4B3,SOFTQOA12A8C141EF8,SOKEAKC12A6701C152
SOATBVU12AF72A283E,SORJFZS12AAF3B1F05,SOGFYME12AB017F649
SOMLRBT12AB0186071,SOUYPSW12A8C138902,SOJWNAM12A6D4F94E1
SOHQRTX12A8C13EC78,SOWUGYJ12A58A7D1AB,SOUBCXT12A8C133B4F
SOIKAUS12AB018AD93,SOCCSCK12A58A7B859,SOXJWKB12AB0181728
SOLQPGC12AF72AA14B,SOOPAUM12A8C13111E,SOEPOUI12A8C144900
SOMKLAI12AB018423A,SOOMXPV12AB01820F8,SOFWLPW12A6D4F29F7
SOWVZBA12AB018AD6A,SOPPACU12AB017EA7E,SONKDTV12A8C13655D
SOLFPLO12AB0189A69,SOLVBHN12AB0189A90,SOSDFNI12A6D4F92F6
SOZPSFK12A8C13AC5C,SOEMLBO12A6D4F67BC,SONERWU12AB0184D16
SOTABJY12A8C1343F5,SOJERAY12A8C134414,SOENXSF12A8C1366DC
SOKSPIH12A8C13FE27,SOOOCCG12AB0180DDC,SODKWQO12A8C142C61
SOZUNHU12A8C137BB7,SOTFFMP12A58A7D25E,SOUUTBX12A8C140E63
SOJNLLQ12A8C134579,SOBVYTY12A8C1331EF,SOOIKRG12AB017C40F
SOVYJBW12AB017EEC1,SOAAMLZ12AB017E3A6,SOMXEFD12A58A787B4
SOHOOXT12A67ADA073,SOITFPA12A670201C6,SOZYLBH12AB018818F
SOCOEXH12A6701F23F,SORVXJF12A58A7F19F,SOUSORA12AB017F2D7
SOTSHSR12AB01899B6,SOFQTGN12A8C13E0E8,SONQKDG12A8C130D96
SOKXPYH12A8C133FDC,SOMHLCJ12A8C133FD8,SOEDNBX12A6D4F5DF5
SOMBVYS12AB01816A3,SOBUIAH12AB018636D,SOYGPBV12AB017EAA7
SOZOUQP12A8C1359A9,SOLUMBS12A8C1359CE,SOYYQZR12A8C144F9D
SOWGWAC12AB017EB6B,SOWDDYE12AB017E05D,SOSQLWD12A58A7FA53
SOSMETV12A6D4F8DE2,SOTYRDJ12A6D4F8DF2,SOYBNTA12A8C13AD9E
SOJWUOQ12A6D4FAE79,SOHAZXD12A670207E6,SOGWHTO12A6D4F9E3E
SOXZMIK12AAA8C5A5F,SOYKVDO12A6D4F6E45,SOIAVQP12A8C13A813
SOGEMGK12AB0182888,SOGZGDA12A67ADE83B,SOJNJGQ12A6D4F62BC
SOGLVPT12AB018634C,SOHBRMB12AC90725DA,SOANBYB12A58A7F0C5
SOXIDGX12A6D4F7BB9,SOYADVI12D021944C3,SOZKBTT12A8C141A0E
SOIIKTD12A8C135448,SOWTAHW12A6D4FD991,SOBMYCO12AB0182D41
SOJFRZB12A6D4F92E2,SOOCIQX12A6D4F92D3,SOCUNOT12A8C136E33
SOLKZSZ12AAF3B4C42,SOVTJFX12A58A79E43,SOBOZXW12A6D4F77E7
SODHTQJ12AB018CC46,SOYIFHG12AB01869DF,SODAAWB12AB0181414
SOZCARG12A6D4F74D1,SOQLWQU12A8C13C87E,SOKNWXK12A58A785FA
SOCPYTX12AB0181DA3,SOPHRMJ12AB01829F4,SOUMQZB12A6D4F9D12
SOEXMCC12AB018826C,SOGDMZN12AB0182D14,SOFGOUH12A8C13A250
SOEGSYS12AAA15D8B0,SOOSBKT12A8C133A60,SOTUQMP12A6D4F70D6
SOTYTXA12AC4688262,SOFFNMN12AC468711C,SOTCHHN12A8C13A0D5
SOUPSLG12A8C13E734,SOFUKIK12A8C141B0C,SOPIPCN12AC468A0CF
SOSSUTV12AB01861AE,SOSRORR12A8C14149F,SOAUQIU12A8C14233F
SOXHICH12A6D4F8CD5,SOVEAOY12A6D4F8CDB,SOFKHKE12A8C13FFF3
SORLMRP12A8C14340B,SORZQEV12A8C142ED0,SODUDAD12AB0189035
SOKHOBW12A8C1364F2,SOSBMJE12A8C13B36A,SONPRDK12A58A7AFE4
SOFPFTW12A67AE0229,SOMWQUJ12A58A7970F,SOKACWC12A8C13AD18
SOXXRXC12A8C1431E8,SOPTNWF12A8C14364F,SOSSOMY12AB017F881
SOANEAM12AB0184CC7,SONVWVN12AB0184D18,SOKGWVB12AB01816C6
SOWNVOW12AB017F9F4,SOEFWEF12AB017EBF8,SOXCZOL12AB017EEB6
SOUKNRX12A8C13C471,SOAOXXN12A8C13B7E5,SOZDRKA12A67ADBE1F
SOHZULM12A6701D1F2,SORCCLW12A6701D1EF,SOIPTIG12A8C13E99E
SOYRIQP12AB0182CC1,SOVZMMG12A6D4FDAF9,SOBPGXH12AB018B190
SOKQYBC12AB0183C87,SOJBFLW12AF72A8F4F,SOVYJHX12AB017F591
SOSCVZD12A8C13F52C,SOWYDBN12AB0185446,SORTYOZ12AC3DF6E14
SOVFZWE12A8C14136B,SOMMNUY12A8C141B06,SOKITIC12A8C13FE90
SOKVVDU12A8C144691,SOBVJUZ12A8C14468E,SOHCWAU12A8C1407D5
SOQRWBU12AB017CF0C,SOYLNIP12AB017EDAE,SODNNYS12A8C1397E6
SOUCFHR12AB0184A1B,SOHHMXP12AB018264D,SOCYJTG12A58A7FE1F
SOPOQWF12A6D4F7ACD,SOOERFP12A58A7AE50,SOARIVB12AC9618817
SOELFPE12A8C146E44,SOEWNDK12AC468B619,SODBXNK12AB0182562
SOCLAFZ12AF72A6D7F,SOCRJDM12A8C139311,SOUVQPQ12AB017C4F7
SODMGUN12AB0184D8B,SOYYHGV12AB01842FD,SOXSSXQ12A8C146F8D
SOAWWXO12A6D4F84F7,SOKWXZO12AAA8C902D,SOFFSLO12A8C132CB5
SOEVOCI12AB018D41E,SOESWZQ12AB018B5EA,SOWLBUQ12A8C133BBF
SORMLWT12A8C1450FA,SOMAQHE12AB0180A64,SOHACYI12AB0186821
SOBSZCS12A8C140835,SORYDHE12AF729F26A,SOFLPFO12A670202AD
SONKFHI12AB018CFC8,SOOEDUC12AB018CFBF,SOMPNFY12A8C140A47
SOHVMKS12AB01805BD,SOANJMW12AB01805B3,SOQBGGS12A81C218AB
SOVSYOP12AB018AD05,SOTQTWI12AB01892FD,SONRGNN12A6D4FC97A
SOXMEBN12AB017C2DA,SOHFUKN12AB0182933,SOATANS12A8C13F8C9
SOQUJCK12AB017A555,SOWJTGT12AB0182F3A,SOQSBTI12AB0180DB0
SOMCCSC12A8C136A6D,SOSLHUC12AB018937A,SOCDFVS12A8C13646C
SOEGRMM12AB01856CB,SOCCIRN12AB018A7FE,SOYYHGV12AB01842FD
SOUQYYT12A8C13BA09,SOMHGMP12A6D4F5904,SOMNMLC12A8C144272
SOBCDCQ12A8C13F4DA,SODWBPS12AB018454D,SOBXMTK12AB017FF84
SOHNTCE12A3F1E997C,SOWBFRD12AB017EA35,SOGVCJI12AB018153F
SOPXSKA12A8C14044B,SOTKXNR12A8C13ED67,SOUNWLM12A8C140695
SOGZMNE12A8C14202E,SOKXGOH12A8C142032,SORJNBB12A8C14156E
SORYMDK12A81C20FF7,SOVUIHM12A8C13E3AB,SOTWZOY12A8C1339E8
SODJBQU12A6D4FA15D,SOOGDMS12A6D4FAA03,SOVNOLS12A8AE46F24
SOXAVMX12A6D4F7773,SOZBDWA12A6D4F7777,SOUATDY12AB0185157
SOUXMPR12AB018C47A,SOLRXIN12A8C13A604,SOZAVXS12A8C134305
SOWDDYE12AB017E05D,SOWGWAC12AB017EB6B,SOCPSMO12A58A7C691
SOTQADG12A8C13ECE9,SOAYWZN12A8C13E429,SODPLSQ12AB01875CA
SOEAWIO12AF72A0222,SOGRQSA12AB0189BE2,SOGLFAO12AB017E80D
SOOLDCP12AB018AD84,SOLXVIJ12AF72AC30F,SORTTRO12D02194FAF
SOBVRJV12AB01847FC,SOKVDCH12AB0180E0E,SOCONYN12A8AE48117
SORFQCM12AC3DF9530,SOXMWPM12AB0185A0A,SOHDIHR12A6D4F913F
SOARQEI12AC468A9D4,SOJFNQY12A8C13CC49,SOFBLXK12AB0189FCF
SOMTAHX12A58A78D9C,SOQLLCC12A8C139435,SOGEMGK12AB0182888
SOEGOPO12AB0187CF5,SOZIPQO12AB01892C5,SOPGWWU12A8C144EA6
SOAIGNB12A67020200,SOGGMKI12AB017E625,SOBQAYO12A8C14075F
SOLQMNV12AB017F16B,SOXWVHD12AB017F15E,SOPJVZP12AB018AA11
SORFMHE12A58A7800D,SOLEVAL12A8C142007,SOYZFMG12AB0180334
SOSYJNZ12A8C141B8C,SOKMORL12A58A7D946,SORERTC12A8AE454B3
SOEAZOR12AB0189079,SOIMKEQ12A8C144580,SOKCVOK12A6701E6B8
SOSWJXI12AB01854F5,SOBOYEV12AB017DD60,SODNAQV12AB018371B
SOBIWFT12AB01851E5,SOADHKK12A8C14281B,SOFPEWV12AB0189673
SOIUOJX12A8C130BA2,SOHSREZ12A6D4F7C5B,SOISVYS12A8C144452
SONVWVN12AB0184D18,SOANEAM12AB0184CC7,SOBKVKN12AC90731E6
SOBLXFW12AC3DF82C4,SOBDIMZ12A6D4FA221,SOVSKFN12AB018079A
SOSPSCO12A8C140907,SOACLRM12A8C1437F7,SONIRLO12AB018DD74
SOSMVHJ12A58A7B06A,SOIANRK12A6D4FA1F5,SOXVCIE12A8AE48DAE
SOADUHA12AB01846BE,SOQTHEE12A6D4FBD68,SOBJUKG12A58A7DCA8
SOSTETI12AB017DF4C,SOIXODI12A6701D9FD,SOCNCEM12A8C14607B
SOYOGUP12AB018189C,SOHPMQT12A6D4FD0BF,SOVPOBV12AAF3B48FA
SOKBLVA12A6701F38E,SOKCWUL12A6701F373,SOHIMGT12AB0183DEC
SOXWACL12A6D4F414B,SOIJWMK12AC9073334,SOPLOTO12A58A7A64D
SOAZAOV12A6D4F88D1,SOUUHRU12A6D4F88FC,SOHDUIG12AB018275E
SOPAOXE12AB017FFC5,SOZMBCE12A6D4FC316,SOAMMNJ12A81C20A4C
SOFGVWR12A8C141D19,SODRDRJ12A8C14289E,SOGJQWG12A81C20AE7
SORTHRP12AB0183104,SOMUJPS12AB01830FD,SOCHCGY12A8C13B029
SOKUMPJ12A8C1418B6,SOFNSRN12A6D4F51B3,SONERWU12AB0184D16
SONYOVC12AC46899F7,SOBQNCD12AC46899B0,SODVWZI12A6D4F5562
SOFHOOA12AB018B5EE,SOBZCGF12A582910B0,SOIMJSO12AB0182125
SOTTBXU12AB0189281,SOVBVGP12AB018481C,SOQJLFV12AB01897C7
SOYPTVK12A81C20CF0,SOIOPZN12A81C22E4E,SOQTKOD12A8C142D86
SOSZVRH12A6BD5371A,SOFJNYP12A6BD53716,SOEWUJD12A8C1390C2
SOHYKFS12AB0184A22,SOYMRDT12AB0187383,SOLQMUT12AC9072C77
SOQDNNN12AB018414A,SOETFHY12AAF3B3FD4,SOOHHBP12AC4689F2A
SOJCEII12AB017F936,SONGCSZ12AB0185F5D,SOCDWIP12AB0185D48
SOCZSYW12AAF3B490E,SOPZASO12A6D4F6A79,SOOCJEK12A8C1321DB
SOJWIUI12AB01847CC,SOXCMDH12AB017DF4A,SOIPZRU12A8C132E92
SOKSRRN12A8C135415,SOJISLN12A8C135408,SOUNKDZ12A8C13F9CD
SOHMOLH12A8C141C40,SOWMYEK12A8C141C1C,SOFZENS12A8C142B32
SOCPMBN12AB0188594,SOZQOHC12A6D4FD52F,SONAZPV12A81C212B2
SODNJYF12A8C135581,SOHXBEL12A8C1355E3,SOJVSSI12AB017F86A
SOOXNKG12A58A7C6BC,SOAELDS12A8AE47F30,SOMEHFU12A8C1322EF
SORFNFG12A8C134E43,SOGXDRH12A8C1319A0,SOWGWZC12D0219888A
SOQZSFH12A8C13BD9F,SOLCRSD12A8C13BDAA,SOVOGEK12A6D4F9A99
SOEHDCI12AC468B121,SOPOTGM12A3F1ECA74,SOZKXSZ12A8C14084E
SOPJUSS12A6D4F9925,SOIROXA12A67ADA652,SOHSNJS12AB01831C4
SOXHSTL12A8C13B5A6,SOCOMUU12A6D4F8518,SOMCYNS12A58A7B8BE
SOGDMWV12AB017C9A7,SOVPYJY12A58A7F2A0,SOIJJDO12AB01890B8
SONSXTP12AC3DF7599,SOEHQED12AC3DFA46F,SOTOCCB12A81C209E9
SOIIUFC12AC468E22D,SOKJKVN12AB0188DE6,SOISBXD12AC468B616
SOVKMUR12A67AE23FA,SOQTXZE12A67ADA74A,SOYNAGD12A58A7BDEC
SOTQYCQ12A58A81624,SOUQAYL12A6D4F5924,SOCOQRC12AB018186C
SOEEAEI12A8C1465B4,SODBQYW12A6D4F6CFA,SOVDHTP12A8C144636
SOBDEHK12AB01869EB,SOFBIME12AB01898AB,SOSYXWY12A6701DAB1
SOCFGAK12A67020B28,SOFKRNF12A8C13AC2B,SOEYNMS12A6D4F7BC8
SOPJLCA12A8C13D20A,SOIWBVR12A8C13D017,SOZOTHE12AB017C38A
SOFIBFD12A8C13E7DE,SOXZKBV12A8C13E803,SOHKQTY12AB018C39A
SOGXEAN12A6D4FC8C6,SOOUCEX12A6D4FC8B8,SOSITZQ12A8C13A44B
SOWBSQS12A8C134056,SOBHMFD12A8C134065,SOKCWYA12A8C13DB57
SOOSSZD12A6D4F69B1,SOCVSII12A8C1364A3,SOBUNNL12A8AE46D86
SOYGJFI12A8C138836,SOKPAUP12A8C138840,SOXTSOI12AB018A6A7
SOASXMM12A6D4FB2EF,SODHQCI12A6D4FB2F3,SOORKFA12AB01838BF
SOHSVVG12AB017AD9A,SOQXVKN12AB017DF8B,SORKRNP12A8C1388A4
SOVELLE12AB01812C0,SOTAXEZ12AB01812A1,SODNKZP12AB0184CCD
SOGBAOM12AB018731D,SOPPQXA12A8C135084,SOLAOJM12A6D4F7CA9
SOJBVYM12AB018BD69,SOHYOKJ12AB018B902,SOJUBCK12A81C2050B
SOLSOJN12A8C1402DA,SOOAPGR12A6701C383,SOKLKEP12AC9072FA2
SOICHPE12A8C132625,SOTKAFN12A8C136138,SOOEEYT12A5891DC08
SOLQXNP12A58A7C0F3,SOYTVXY12AB0181ED0,SONJUYI12AAF3B29BA
SOGJWZG12A58A7C96A,SOHXMMK12A58A7D4BA,SOOQNLF12A8C13E4E5
SOBWDPL12AAA8C5AB5,SOWZGNI12AAA8C59B1,SOKKSMS12A6D4FA5C7
SOPXGEL12A81C1FEE1,SONDJDW12A813568A6,SODKENS12A6D4FE4FF
SOZPAVQ12AB01801F2,SOVQIBW12AB0188522,SOWEMJE12AB0181A6D
SODQCAM12A6D4F47A2,SOYRBLI12A6D4F4823,SOGZACL12AB017EB4A
SODJIVU12AB018B699,SOJROJY12AAA8C4F65,SOJJYKJ12AB01849E5
SODKJNG12AB018F52D,SOQCDKB12AB0189D76,SOYEGFP12A8C13FE10
SOKEZXO12A8C13A0B0,SOXTKYU12A8C13A0A8,SOGDGOR12A8C131E53
SOZFCIB12A8AE48D02,SOQRKEK12A8C1335F5,SOBIXMW12AB01857AC
SORWBQD12A58A7919D,SODKJGW12A8C140BB1,SOYDXZM12AB0186736
SOVKMPN12A8C144101,SOJEJMV12A8A9D56E5,SOPSMQL12AC960DBD7
SOPMXXA12D021B59EE,SOICZKW12D02195248,SOENVPC12A58A771C4
SONGCPW12A8AE47C4C,SOFSDQF12A8C133984,SOKABVU12AF72A7A49
SOQYWYK12A8C13D980,SOJEEMD12A8C1348D2,SORHNZH12A8C13D58D
SOCMVJL12AB0181221,SOFMTWO12AB0183C58,SOFYELB12AB017E4F1
SOGVKJE12AB017DA9C,SOEYJEP12AB01816D3,SOUYYAO12A8C13849A
SOANBBS12AB017C3E8,SOSSHOW12AB017DAB6,SOQAKDE12A8C142050
SOOFPDT12A58A778DD,SOFWVCZ12A8C1462BF,SOTJPUO12CF5F879E8
SOONPTU12AB0180F49,SOUUWBK12AB0182C9E,SOUOTJT12A58A7E58E
SORGLFX12AB0182747,SOATGUM12AB018248A,SOAESFB12A8C13573F
SOKXQGF12A8C142C60,SOIJXAO12A8C142C19,SOJEDHO12A8C13DB77
SOPOFZU12AC907506D,SOFXHRS12AC9070EE3,SOOHHBP12AC4689F2A
SORATFS12AAFF4074B,SOVRUGO12A8151D3B3,SOQQFXD12A81C20882
